Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
781,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,03/25/2011 07:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,11/17/2011 08:00:00 AM +0000,,Fault,Tyre burst,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,03/25/2011 07:00:00 AM +0000,,Error,Pedestrian walking along the road,KPR,,,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
787,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,03/24/2011 07:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,TRAFFIC ACCIDENT,46,WAJIR,4604,Wajir North,460403,CENTRAL WAJIR,03/24/2011 07:00:00 AM +0000,,Error,Steering rod broke,KPR,,,,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
786,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230506,KIBWEZI,03/20/2011 07:00:00 AM +0000,,Hit and Run,Motorcyclist hit a pedal cyclist,KPR,,,Damaged motorcycle and motorvehicle,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
794,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290403,KANGEMA,06/04/2011 07:00:00 AM +0000,Pedestrian was running while crossing the road,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,421507,SABOTI,03/20/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,06/04/2011 07:00:00 AM +0000,,Error,Motor vehicles collided head on,KPR,,,Motor vehicles were damaged,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321103,KAPSABET,03/19/2011 07:00:00 AM +0000,,Negligence,Failing to maintain the lane leading to a crash,KPR,,,Two motor vehicles damaged,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
799,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,06/04/2011 07:00:00 AM +0000,,Error,Motor cyclist lost control & entered into two rear tyres,KPR,,,Motor cycle  was damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,03/21/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,03/21/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/04/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a pick - up,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,03/21/2011 07:00:00 AM +0000,Juvenile aged 7 died,,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/04/2011 07:00:00 AM +0000,,Error,Driver lost control and rammed into the pavement,KPR,,,Motor vehicle was damaged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
810,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,03/21/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,06/05/2011 07:00:00 AM +0000,,Hit and Run,Pedal cyclist knocked down by an unknown car,KPR,,,Bicycle was damaged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130701,GATANGA,06/05/2011 07:00:00 AM +0000,,Error,Driver lost control and rolled & landed in a ditch,KPR,,,Motor vehicle was damaged,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
814,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,03/21/2011 07:00:00 AM +0000,,Hit and Run,Body found on the side of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,03/21/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,03/21/2011 07:00:00 AM +0000,,,,KPR,,,Lorry and motorvehicle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,05/22/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220403,KANGUNDO,06/05/2011 07:00:00 AM +0000,,Hit and Run,Man was hit by unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130702,GATUNDU,05/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down by a motorcyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,03/22/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,05/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,Kenya Police Report,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/05/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a trailer,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
828,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,05/23/2011 07:00:00 AM +0000,,Negligence,Pedestrian with baby knocked down,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,05/22/2011 07:00:00 AM +0000,,Negligence,Pedestrians knocked down,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
831,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381106,WAGAI,06/05/2011 07:00:00 AM +0000,,Error,Pedal cyclist knocked down by a motor vehicle,KPR,,,Bicycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,06/05/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a pick - up,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,TRAFFIC ACCIDENT,4,BUSIA,402,BUSIA,40202,BUSIA TOWNSHIP,05/22/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,05/22/2011 07:00:00 AM +0000,,Negligence,Motor cyclist knocked down,KPR,,,Damaged Motorcycle and motor vehicle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,06/05/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown car.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,03/22/2011 07:00:00 AM +0000,,Negligence,Lost control and hit pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/02/2011 07:00:00 AM +0000,,Error,PEDESTRIAN KNOCKED DOWN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,03/22/2011 07:00:00 AM +0000,,Negligence,Lost control,KPR,,,Lorry Namaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,TRAFFIC ACCIDENT,21,LAMU,2103,LAMU,210306,MPEKETONI,03/23/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,TRAFFIC ACCIDENT,25,MARSABIT,2511,MOYALE,251101,CENTRAL MOYALE,03/23/2011 07:00:00 AM +0000,,Error,Brake failure,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
850,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,03/23/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441703,KESSES,03/23/2011 07:00:00 AM +0000,,Negligence,Lorry Hit a motorcycle,,,,Destroyed motorcycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,03/23/2011 07:00:00 AM +0000,,Negligence,Lost control,KPR,,,Damaged Trailer and motorvehicle,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
856,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,03/24/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311008,MAU NAROK,11/14/2011 08:00:00 AM +0000,,Error,a lorry faied brakes before it landed in a ditch ,KPR,,,Motor vehicles were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
860,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30103,CHWELE,11/18/2011 08:00:00 AM +0000,,Error,school bus lost control and rolled several times,,,,Motor vehicle was damaged,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
862,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280504,LIKONI,06/06/2011 07:00:00 AM +0000,The motor cyclist made a sudden right turn without due care.,Error,Motor cycle knocked down by motor vehicle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,06/06/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867,TRAFFIC ACCIDENT,27,MIGORI,2706,KURIA,270602,KEHANCHA,06/06/2011 07:00:00 AM +0000,,Error,2 pillion passengers fell from motor cycle,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
868,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270705,RONGO,06/05/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,06/06/2011 07:00:00 AM +0000,,Hit and Run,Pedal cyclist was knocked down by an unknown car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/07/2011 07:00:00 AM +0000,The driver of the car did not stop,Hit and Run,Motor cyclist knocked down by a car,KPR,,,Motor cycle was damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
874,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,,,06/06/2011 07:00:00 AM +0000,,Hit and Run,Driver veered off the road and hit two juveniles ,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
875,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1105,KEIYO,,,06/07/2011 07:00:00 AM +0000,The driver of the motor vehicle did not stop after hitting the pedestrian,Hit and Run,Pedal cyclist was knocked down by a saloon car,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,06/08/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,TRAFFIC ACCIDENT,20,LAIKIPIA,2008,LAIKIPIA WEST,200801,CENTRAL LAIKIPIA,06/09/2011 07:00:00 AM +0000,,Error,Self involved road traffic accident,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,06/08/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,TRAFFIC ACCIDENT,26,MERU,2609,MERU NORTH,260912,TIGANIA CENTRAL,06/08/2011 07:00:00 AM +0000,,Error,Driver lost control and overturned on the middle of the road,KPR,,,Lorry was damaged,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
880,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,,,06/09/2011 07:00:00 AM +0000,,Error,Man was knocked down by train,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,TRAFFIC ACCIDENT,2,BOMET,202,BOMET,,,06/08/2011 07:00:00 AM +0000,,Error,Motor cyclist knocked down by motor vehicle.,KPR,,,Motor cycle was damaged.,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,120605,LONDIAN,06/08/2011 07:00:00 AM +0000,,Error,Canter rammed into a matatu which lost control and rolled ,KPR,,,,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
884,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,06/08/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100401,IKOLOMANI,06/08/2011 07:00:00 AM +0000,The pedestrian was alighting from a moving bus,Error,Pedestrian fell and was overrun by rear tyre while alighting,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,04/02/2011 07:00:00 AM +0000,,Error,PEDESTRIAN KNOCKED DOWN,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140107,KIKAMBALA,04/03/2011 07:00:00 AM +0000,,Error,KNOCKED DOWN PEDESTRIAN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150205,NDIA,06/13/2011 07:00:00 AM +0000,,Error,Motor vehicle got tyre burst ,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,260814,TIMAU,04/04/2011 07:00:00 AM +0000,,Error,TWO MOTOR CYCLES COLLIDED,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/14/2011 07:00:00 AM +0000,The pedestrian was overun by the rear tyres,Error,Pedestrian alighted while vehicle was moving he fell down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170503,MASENO,04/03/2011 07:00:00 AM +0000,ONE PASSENGER SUSTAINED SERIOUS INJURIES AND RUSHED TO HOSPITAL,Error,A PETROLEUM TUNKER COLLIDED WITH A MITSUBISHI LANCER,KPR,,,2 CARS,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/14/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,04/03/2011 07:00:00 AM +0000,,Error,A MOTOR CYCLE HIT KNOCKED DOWN A PEDESTRIAN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/14/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,04/03/2011 07:00:00 AM +0000,,Error,PEDESTRIAN KNOCKED DOWN,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,TRAFFIC ACCIDENT,2,BOMET,202,BOMET,,,06/14/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130701,GATANGA,04/04/2011 07:00:00 AM +0000,,Error,KNOCKED DOWN PEDESTRIAN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,04/04/2011 07:00:00 AM +0000,,Error,MINI BUS COLLIDED WITH A SALOON CAR,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220406,MATUNGULU,04/05/2011 07:00:00 AM +0000,,Error,MINI BUS COLLIDED WITH A MOTOR CYCLE,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,06/26/2011 07:00:00 AM +0000,,Error,Matatu collided with another vehicle,KPR,,,Motor vehicles were damaged,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
910,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290402,KAHURO,06/26/2011 07:00:00 AM +0000,,Error,Matatu collided head on with a motor cycle,KPR,,,Motor cycle and matatu were destroyed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
911,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130704,KAMWANGI,06/26/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car ,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50103,MANYATTA,06/26/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,TRAFFIC ACCIDENT,18,KITUI,1812,MWINGI,181206,NGUNI,06/26/2011 07:00:00 AM +0000,,Error,Vehicle lost control and rolled ,KPR,,,Motor vehicle was damaged,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
916,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,04/04/2011 07:00:00 AM +0000,,Error,KNOCKED DOWN PEDESTRIAN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,120605,LONDIAN,04/04/2011 07:00:00 AM +0000,,Error,PEDLE CYCLIST KNOCKED DOWN,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,,,06/27/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down while crossing the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331205,MULOT,04/04/2011 07:00:00 AM +0000,,Error,A MINI LORRY AND NISSAN MATATU COLLIDED ,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100402,ILEHO,06/26/2011 07:00:00 AM +0000,,Error,Pedal cyclist was knocked down by a car,KPR,,,Bicycle and car were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,06/29/2011 07:00:00 AM +0000,"4 wagons capsized, 2 half capsized ",Unknown,Buchenge farm,KPR,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,06/29/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230510,MAKINDU,06/27/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,06/27/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,06/27/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/27/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a canter,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300102,DAGORETTI,06/27/2011 07:00:00 AM +0000,,Error,Juvenile was hit by a motor vehicle,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,06/28/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290402,KAHURO,06/28/2011 07:00:00 AM +0000,,Hit and Run,Cyclist knocked down a pedestrian,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
946,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/30/2011 07:00:00 AM +0000,,,,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,06/26/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,TRAFFIC ACCIDENT,25,MARSABIT,2511,MOYALE,251102,GOLBO,06/27/2011 07:00:00 AM +0000,Driver was forced to the left side of the road hence landing into a ditch,Fault,Vehicle developed mechanical problems,KPR,,,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
951,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,06/28/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a minibus,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/28/2011 07:00:00 AM +0000,,Error,Car veered off the road and hit 2 pedestrians,KPR,,,Motor vehicle was damaged,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
953,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/28/2011 07:00:00 AM +0000,,Error,Pedestrian stealing ride slipped and fell and was injured,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
954,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/27/2011 07:00:00 AM +0000,,Error,Pedestrians who were crossing the road were knocked down,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
955,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/29/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,,,06/09/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by unknown motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,06/09/2011 07:00:00 AM +0000,The rear shaft of the m/v universal joing got broken and the motor vehicle overturned,Fault,The m/v universal joint got broken and m/v reversed ,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
949,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/30/2011 07:00:00 AM +0000,,Error,Vehicle driving on wrong side of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
