Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
1085,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/18/2011 07:00:00 AM +0000,,Error,Trailer knocked down a saloon car,KPR,,,Motor vehicles were damaged,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220403,KANGUNDO,07/06/2011 07:00:00 AM +0000,,Error,motorcyclist lost control,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,06/18/2011 07:00:00 AM +0000,,Error,Motor cyclist was knocked down by a car,KPR,,,Motor vehicle and motor cycle were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,,,06/18/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,08/31/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,TRAFFIC ACCIDENT,1,BARINGO,101,BARINGO,10103,KABARNET,07/06/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,09/01/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,09/01/2011 07:00:00 AM +0000,,Negligence,Pedestrian fell while taking sugarcane from a moving tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90401,CENTRAL KAJIADO,07/06/2011 07:00:00 AM +0000,,Error,passenger alighting from moving vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,06/19/2011 07:00:00 AM +0000,Driver hit a heap of soil used to block the road under construction and was thrown over the heap and fell on the tarmac,Negligence,Motor cyclist refused to obey road sign,KPR,,,Motor cycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,TRAFFIC ACCIDENT,19,KWALE,1902,KWALE,,,07/07/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,09/02/2011 07:00:00 AM +0000,,Negligence,Collided with a motorcycle,kpr,,,Destroyed Motor cycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/20/2011 07:00:00 AM +0000,,Error,Pedestrian jumped on the road and was hit by a van,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,09/02/2011 07:00:00 AM +0000,,Negligence,Collision head on with a motorvehicle,KPR,,,,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,11/24/2011 08:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,,,,,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,06/19/2011 07:00:00 AM +0000,,Error,"Driver lost control, swerved and landed on a ditch",KPR,,,Motor vehicle was damaged,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,07/07/2011 07:00:00 AM +0000,,Unknown,pedestrian walking along the road,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,,,09/02/2011 07:00:00 AM +0000,,Error,Lost control of motorvehicle knocking a pedal cyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,07/07/2011 07:00:00 AM +0000,,Error,Vehicle collided with semi trailer,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,09/01/2011 07:00:00 AM +0000,,Hit and Run,pedestrian knocked down and later succumbed to injuries,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,07/07/2011 07:00:00 AM +0000,,Error,two motorcyclists collided,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,06/20/2011 07:00:00 AM +0000,,Error,Pedal cyclist was knocked down by a lorry,KPR,,,Bicycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,07/08/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130702,GATUNDU,07/08/2011 07:00:00 AM +0000,,Error,"brakes failed, driver lost control and fell into ditch",KPR,,,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,07/08/2011 07:00:00 AM +0000,,Error,driver rammed into an unmarked stationary vehicle,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,06/20/2011 07:00:00 AM +0000,The matatu driver was driving on the wrong side of the road when he hit the pedestrian,Error,Pedestrian knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/20/2011 07:00:00 AM +0000,,Error,Matatu collided with a car,KPR,,,Motor vehicles were damaged,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,TRAFFIC ACCIDENT,18,KITUI,1812,MWINGI,181201,CENTRAL MWINGI,07/08/2011 07:00:00 AM +0000,,Error,two motorcyclists collided head on,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,07/08/2011 07:00:00 AM +0000,,Error,driver lost control and hit pedestrian,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,07/08/2011 07:00:00 AM +0000,,Error,vehicle and motorcycle collision,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,07/07/2011 07:00:00 AM +0000,,Fault,tyre burst and vehicle rolled several times,KPR,,,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160307,SAMETA,06/20/2011 07:00:00 AM +0000,,Error,Motor vehicle collided head on with a motor cycle,KPR,,,Motor vehicle and motor cycle were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,07/09/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90401,CENTRAL KAJIADO,06/20/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130702,GATUNDU,07/09/2011 07:00:00 AM +0000,,Fault,ball joint dropped and driver lost control,KPR,,,,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,,,06/20/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was hit by a car,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220410,YATHUI,07/09/2011 07:00:00 AM +0000,,Error,"parked vehicle moved, killing worker",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230510,MAKINDU,07/09/2011 07:00:00 AM +0000,,Hit and Run,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,07/09/2011 07:00:00 AM +0000,,Error,lorry driven on wrong side of the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,07/09/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,07/09/2011 07:00:00 AM +0000,,Error,passenger jumped from moving vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,07/09/2011 07:00:00 AM +0000,,Hit and Run,body found bleeding in the middle of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/21/2011 07:00:00 AM +0000,,Error,Canter knocked down a pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/21/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/10/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road ,KPR,,,,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,06/21/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,TRAFFIC ACCIDENT,1,BARINGO,107,KOIBATEK,10707,MUMBERES,11/22/2011 08:00:00 AM +0000,,Error,two trucks collided head on.,KPR,,,Motor vehicles were damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,11/18/2011 08:00:00 AM +0000,,Error,Two motor vehicles collided,KPR,,,two motor vehicles were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,TRAFFIC ACCIDENT,12,KERICHO,1203,BURET,120305,SOTIK,11/14/2011 08:00:00 AM +0000,,Error,a pickup lost control and landed in a ditch,KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,11/14/2011 08:00:00 AM +0000,,Error,"a lorry rammed on the rear of another lorry, ",KPR,,,two motor vehicles were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,11/14/2011 08:00:00 AM +0000,,Error,three vehicles were involved in the accident ,KPR,,,thee vehicles damaged,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,TRAFFIC ACCIDENT,12,KERICHO,1203,BURET,120301,BURET,11/12/2011 08:00:00 AM +0000,,Error,avoided hiting onepedestrian and landed in a ditch ,KPR,,,Motor vehicle was damaged,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,TRAFFIC ACCIDENT,38,SIAYA,3801,BONDO,380102,MADIANY,06/21/2011 07:00:00 AM +0000,,Error,"Driver hit pole, lost control & hit pedal cyclist",KPR,,,Canter and bicyle were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,,,09/02/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down by a motorcyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,06/21/2011 07:00:00 AM +0000,,Error,Driver lost control of the m/v & it fell on down on the road,KPR,,,Bus was destroyed,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,06/22/2011 07:00:00 AM +0000,,Error,Motor cyclist knocked down by a car,KPR,,,Motor cycle and motor vehicle were damaged,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,260814,TIMAU,06/22/2011 07:00:00 AM +0000,,Error,Pedal cyclist knocked down by a trailer,KPR,,,Bicycle was destroyed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441705,SOY,08/28/2011 07:00:00 AM +0000,,Negligence,4 pedestrians knocked down,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90402,LOITOKITOK,09/02/2011 07:00:00 AM +0000,,Error,Lorry Rammed into 2 vehicles,KPR,,,Two Lorries and one Motorvehicle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,06/22/2011 07:00:00 AM +0000,,Fault,The motor vehicle had a tyre burst,KPR,,,Motor vehicle was damaged,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331204,MAU,09/02/2011 07:00:00 AM +0000,,Negligence,Motorcycle with 2 pillion passengers knocked from behind,KPR,,,Damaged Motorcycle,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,06/24/2011 07:00:00 AM +0000,,Error,Driver rolled several times,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,06/23/2011 07:00:00 AM +0000,,Error,Juvenile was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,06/24/2011 07:00:00 AM +0000,,Error,One motor vehicle rammed into another,KPR,,,Motor vehicles were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,06/23/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170901,LOWER NYAKACH,11/11/2011 08:00:00 AM +0000,,Error,a passenger vehicle rammed into an on coming vehicle,KPR,,,two motor vehicles were damaged,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100402,ILEHO,06/23/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a motor vehicle,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,,,09/04/2011 07:00:00 AM +0000,,Negligence,Turning without due care,KPR,,,2 damaged vehicles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,,,06/24/2011 07:00:00 AM +0000,,Error,Driver lost control and rolled off the road,KPR,,,Lorry was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100301,BUTERE,09/04/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,TRAFFIC ACCIDENT,19,KWALE,1902,KWALE,190205,MSAMBWENI,06/24/2011 07:00:00 AM +0000,,Error,Motor cyclist hit by a bus,KPR,,,Motor cycle and bus damaged,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,,,07/11/2011 07:00:00 AM +0000,,Error,pedal cyclist hit by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,TRAFFIC ACCIDENT,26,MERU,2609,MERU NORTH,260903,IGEMBE EAST,06/24/2011 07:00:00 AM +0000,,Error,Driver lost control and landed in a ditch,KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441701,AINABKOI,07/11/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,07/11/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,TRAFFIC ACCIDENT,7,HOMABAY,704,HOMA BAY,,,06/25/2011 07:00:00 AM +0000,,Error,Passenger fell off a motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,09/04/2011 07:00:00 AM +0000,,Negligence,Motorvehicle head collision with a motorcycle while turning,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170902,MIWANI,06/24/2011 07:00:00 AM +0000,,Error,Bus collided head on with a trailer,KPR,,,Bus and trailer were damaged,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100302,KHWISERO,06/24/2011 07:00:00 AM +0000,,Error,Canter collided with a motor cycle,KPR,,,Motor cycle and canter were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,07/13/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit motorcyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/13/2011 07:00:00 AM +0000,,Error,driver lost control and hit pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,07/13/2011 07:00:00 AM +0000,,Hit and Run,pedestrian walking along the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,07/13/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280504,LIKONI,07/13/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,TRAFFIC ACCIDENT,35,NYANDARUA,3505,NYANDARUA,350507,OL KALOU,07/13/2011 07:00:00 AM +0000,,Error,pedal cyclist hit by vehicle,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,09/03/2011 07:00:00 AM +0000,,Negligence,Lost control and hit 2 oncoming vehicles,KPR,,,3 damaged motorvehicles,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230514,MTITO ANDEI,09/29/2011 07:00:00 AM +0000,,Error,Pedestrian was hit by a car ,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/29/2011 07:00:00 AM +0000,,Error,Motor cycle hit by a motor vehicle,KPR,,,Motor cycle and motor vehicle were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,09/03/2011 07:00:00 AM +0000,,Unknown,Self involved motorcycle accident,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,07/13/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321102,KABIYET,07/13/2011 07:00:00 AM +0000,,Hit and Run,,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,09/29/2011 07:00:00 AM +0000,,Error,Driver lost control & landed into a construction ditch,KPR,,,Matatu was damaged,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,07/14/2011 07:00:00 AM +0000,,Error,,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50101,CENTRAL EMBU,09/03/2011 07:00:00 AM +0000,,Negligence,Drunkard ran over by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,09/29/2011 07:00:00 AM +0000,The vehicle was being driven on the wrong side of the road when it hit a pedestrian,Negligence,Pedestrian was hit by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,07/14/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,TRAFFIC ACCIDENT,40,TANA-RIVER,4007,TANA RIVER,400704,GARSEN,07/14/2011 07:00:00 AM +0000,,Hit and Run,body found bleeding in the middle of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300102,DAGORETTI,09/29/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,07/14/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1109,MARAKWET,110905,TIRAP,09/03/2011 07:00:00 AM +0000,,Negligence,SUV rammed into a lorry which was heading the same direction,KPR,,,Destroyed SUV,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,07/14/2011 07:00:00 AM +0000,,Error,overspeeding deriver veered off the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,07/15/2011 07:00:00 AM +0000,,Error,motor cyclist hit by vehicle,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,09/30/2011 07:00:00 AM +0000,,Error,Motor vehicle hit a motor cycle and bicycle,KPR,,,"Motor vehicle, motor cycle and bicycle were damaged",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220403,KANGUNDO,07/15/2011 07:00:00 AM +0000,,Error,pedestrian pulling cart on the road hit by vehicle,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100404,KAKAMEGA MUNICIPALITY,09/03/2011 07:00:00 AM +0000,,Hit and Run,Body found next to the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,09/03/2011 07:00:00 AM +0000,,Hit and Run,Body found on the side of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
